#Tail	Head	PosReg	NegReg	ID
http://pathwaycommons.org/pc12/Complex_46f99a13ca1b39c8d93926b9b394c395;http://pathwaycommons.org/pc12/Complex_d94718e37fd376d36964d093534054d5	http://pathwaycommons.org/pc12/Complex_211d68354570313ab0576060fb4a6179;http://pathwaycommons.org/pc12/Protein_845ef532b42131e8fdf3fa11276bf218;http://pathwaycommons.org/pc12/Protein_bdf326eedb65f7fe6a0259c5cb8c4ed4	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_54a4cb4dd466fc2534ecd061bac1c365
http://pathwaycommons.org/pc12/Complex_5b48ff69ed8b27ec6d7f0dbbc3337d8b	http://pathwaycommons.org/pc12/Complex_6a76abcaa044bb3911df9e2e06246f00	http://pathwaycommons.org/pc12/Protein_aaaae745e1864ff387f8a0db2b9e20d1	None	http://pathwaycommons.org/pc12/BiochemicalReaction_cada0e4b331d56297d7135271575fed7
http://pathwaycommons.org/pc12/Complex_1d87c7e06cda9af181e1377f4b7e39c3	http://pathwaycommons.org/pc12/Complex_1a1a432db3d8cb25df223f61daffe3d2	None	None	http://pathwaycommons.org/pc12/BiochemicalReaction_41602efd474e550d3d058b0dab391c08
http://pathwaycommons.org/pc12/Complex_98b82ff1a1a34ef16004eaefa8d5a101	http://pathwaycommons.org/pc12/Complex_bcadede923b5104707042fdcf59c3fd0	None	None	http://pathwaycommons.org/pc12/BiochemicalReaction_3b3e796f7c36ed63259c89efaf0032f4
http://pathwaycommons.org/pc12/Complex_c5b42ff049a81816806c4077d0ac1bc5;http://pathwaycommons.org/pc12/Protein_aa1569dcc809c574266c0a80792a5995	http://pathwaycommons.org/pc12/Complex_e858fc4ad7de1f067890cdfde6b4d2cb	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_11c96529f4a56404dfbf2655cda953a1
http://pathwaycommons.org/pc12/Complex_b35b1a9207a731da9e3feb9ffac8d118	http://pathwaycommons.org/pc12/Complex_5b48ff69ed8b27ec6d7f0dbbc3337d8b	http://pathwaycommons.org/pc12/Protein_bb741ee6892e571ad2fb792975d05a4e	None	http://pathwaycommons.org/pc12/BiochemicalReaction_9b702310eb1ca59fd7c1dbb28ae7dfd2
http://pathwaycommons.org/pc12/Protein_bc47c96d7c652d22f94260b30d5c8043	http://pathwaycommons.org/pc12/Protein_bdf326eedb65f7fe6a0259c5cb8c4ed4	None	None	http://pathwaycommons.org/pc12/Transport_3544b8b458a90636edf4b2b7366e538b
http://pathwaycommons.org/pc12/Complex_1c217b4dd23f78983e326d5b6abe9cd1	http://pathwaycommons.org/pc12/Complex_bccc1ef99c2f424c65c0dd09c602b54a	http://pathwaycommons.org/pc12/Pathway_a09c9c1c84ca0561632145a56875ef6d	None	http://pathwaycommons.org/pc12/BiochemicalReaction_a1760e4f5fcf9ccb23fbdfa053c7b80d
http://pathwaycommons.org/pc12/Complex_5dc6eb1d94c9ed38b4e87dd1b631dc9d;http://pathwaycommons.org/pc12/Protein_aa1569dcc809c574266c0a80792a5995	http://pathwaycommons.org/pc12/Complex_1c217b4dd23f78983e326d5b6abe9cd1	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_3e5596b07c5096d9829c5a972a31d8f4
http://pathwaycommons.org/pc12/Protein_bdf326eedb65f7fe6a0259c5cb8c4ed4	http://pathwaycommons.org/pc12/Protein_bc47c96d7c652d22f94260b30d5c8043	None	None	http://pathwaycommons.org/pc12/Transport_f1f1d86a3f8faca129cdaf1e22a628ab
http://pathwaycommons.org/pc12/Complex_8fdc1a75607ecbdc3762445ece9f0ce2;http://pathwaycommons.org/pc12/Complex_e605105f125c44e122ca0d1030305a09	http://pathwaycommons.org/pc12/Complex_98b82ff1a1a34ef16004eaefa8d5a101	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_615168bf3c9859fb46796fbc26cd59b1
http://pathwaycommons.org/pc12/Complex_1a1a432db3d8cb25df223f61daffe3d2	http://pathwaycommons.org/pc12/Complex_d94718e37fd376d36964d093534054d5	http://pathwaycommons.org/pc12/Protein_aaaae745e1864ff387f8a0db2b9e20d1	None	http://pathwaycommons.org/pc12/BiochemicalReaction_d1aadb9a8d005f4b435648498d74c450
http://pathwaycommons.org/pc12/Complex_b35b1a9207a731da9e3feb9ffac8d118	http://pathwaycommons.org/pc12/Complex_009df102b30f1d289922ad46f21820fb	http://pathwaycommons.org/pc12/Protein_74f3e85d27b3153652e95f94992d0072	None	http://pathwaycommons.org/pc12/TransportWithBiochemicalReaction_9bb81a5d59b4c0042f410a0f09a5e088
http://pathwaycommons.org/pc12/Protein_8fff03a4c42a82b924a2a7c68017b92c	http://pathwaycommons.org/pc12/Protein_b8c41dfc1ff1a997ae13e27a7b8c059d	http://pathwaycommons.org/pc12/Complex_1c217b4dd23f78983e326d5b6abe9cd1	None	http://pathwaycommons.org/pc12/BiochemicalReaction_c76043f98d394cfa35b44716fee9640c
http://pathwaycommons.org/pc12/Protein_8024df2de10e47a1bf0ae848de114c23	http://pathwaycommons.org/pc12/Protein_118b7b44db516612d3699f221a1d1a7e	http://pathwaycommons.org/pc12/Complex_5dc6eb1d94c9ed38b4e87dd1b631dc9d	None	http://pathwaycommons.org/pc12/BiochemicalReaction_29c1c4d4ec66c2f7a57d0647be0cfd9b
http://pathwaycommons.org/pc12/Complex_46f99a13ca1b39c8d93926b9b394c395;http://pathwaycommons.org/pc12/Complex_6a76abcaa044bb3911df9e2e06246f00	http://pathwaycommons.org/pc12/Complex_24d4fbcac713f7b130c34cdf3e7ceb98;http://pathwaycommons.org/pc12/Protein_845ef532b42131e8fdf3fa11276bf218;http://pathwaycommons.org/pc12/Protein_bdf326eedb65f7fe6a0259c5cb8c4ed4	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_3663e5af9b947108bcc51a3aee60cb4e
#Tail	Head	PosReg	NegReg	ID
http://pathwaycommons.org/pc12/Complex_850f44f917acb11059ff27c88a0494ee	http://pathwaycommons.org/pc12/Complex_6058177ac5146925cb183212b4b7dfdf	http://pathwaycommons.org/pc12/Protein_6d35156146a3c034253ded805c9b151f	http://pathwaycommons.org/pc12/Complex_05697dd991d5fc1cd645a0044b7c11b3	http://pathwaycommons.org/pc12/BiochemicalReaction_bd9041643a6a6f2fab19fce04100e68b
http://pathwaycommons.org/pc12/Complex_8276edbac6006b2b0ea19a34cbbd4445	http://pathwaycommons.org/pc12/Protein_6eae9e1fb8e906b20a3ebdf4485a4a3d;http://pathwaycommons.org/pc12/Protein_845ef532b42131e8fdf3fa11276bf218	http://pathwaycommons.org/pc12/Complex_41658f0903c1f64654f27abb031a0432	None	http://pathwaycommons.org/pc12/ComplexAssembly_1497d9732487a62dd7ba6e75b2919ea9
http://pathwaycommons.org/pc12/Complex_850f44f917acb11059ff27c88a0494ee	http://pathwaycommons.org/pc12/Complex_6058177ac5146925cb183212b4b7dfdf	http://pathwaycommons.org/pc12/Protein_6d35156146a3c034253ded805c9b151f	http://pathwaycommons.org/pc12/Complex_6a76abcaa044bb3911df9e2e06246f00	http://pathwaycommons.org/pc12/BiochemicalReaction_416a1f3627a463c4761675a4a77c4b13
http://pathwaycommons.org/pc12/Complex_6058177ac5146925cb183212b4b7dfdf;http://pathwaycommons.org/pc12/Protein_98a8c4044778cd8ec66d81eb7956977e	http://pathwaycommons.org/pc12/Complex_081df2badd14d6b53f5691c0fd82129c	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_a582780eaf12736fc185d9eef10f4082
http://pathwaycommons.org/pc12/Complex_4aa96bf14d50c82fed5ef4697f1ce7ce	http://pathwaycommons.org/pc12/Complex_8276edbac6006b2b0ea19a34cbbd4445;http://pathwaycommons.org/pc12/Complex_e605105f125c44e122ca0d1030305a09	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_e5ee9e604d54e890e4d339fce11934d3
http://pathwaycommons.org/pc12/Complex_850f44f917acb11059ff27c88a0494ee	http://pathwaycommons.org/pc12/Complex_6058177ac5146925cb183212b4b7dfdf	http://pathwaycommons.org/pc12/Protein_6d35156146a3c034253ded805c9b151f	http://pathwaycommons.org/pc12/Complex_d94718e37fd376d36964d093534054d5	http://pathwaycommons.org/pc12/BiochemicalReaction_1c30cbae9cdcce43d4f8d0f14a33cbd9
http://pathwaycommons.org/pc12/Complex_11950ee0d3834aeedbe1276bf658de2d	http://pathwaycommons.org/pc12/Complex_8276edbac6006b2b0ea19a34cbbd4445;http://pathwaycommons.org/pc12/Complex_f2ec73767680d4a8cf58d31cd2ab5391	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_517f168fd2a2e38ea242c8a134b62932
http://pathwaycommons.org/pc12/Complex_081df2badd14d6b53f5691c0fd82129c	http://pathwaycommons.org/pc12/Complex_4aa96bf14d50c82fed5ef4697f1ce7ce	None	None	http://pathwaycommons.org/pc12/BiochemicalReaction_c1b807192dbea27819784291e6c739ac
http://pathwaycommons.org/pc12/Complex_0a534b8e30a38a2dbd56bc8690465d50;http://pathwaycommons.org/pc12/Protein_037001d14ad7601b82c325eeaac1cc36;http://pathwaycommons.org/pc12/Protein_bdf326eedb65f7fe6a0259c5cb8c4ed4	http://pathwaycommons.org/pc12/Complex_850f44f917acb11059ff27c88a0494ee;http://pathwaycommons.org/pc12/Protein_037001d14ad7601b82c325eeaac1cc36	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_ca83097647e31fcee77e7036322413ac
None	http://pathwaycommons.org/pc12/Pathway_0f20913b4fb742962e403d9df599f06b	http://pathwaycommons.org/pc12/Protein_afac30eb02bceaa5565446ab82766aa6	None	new_http://pathwaycommons.org/pc12/Control_7f675c10dba240782de0078688fba5ed
http://pathwaycommons.org/pc12/Complex_4b0a5285a24c292b77b9d6f9f10e95c7;http://pathwaycommons.org/pc12/SmallMolecule_15ce442c71e643932dc9f92fae134719	http://pathwaycommons.org/pc12/Complex_9bedec822404e8486b578e16e9d53bf4;http://pathwaycommons.org/pc12/SmallMolecule_d9d811e9536142ed4fbe2ad0736679b3	http://pathwaycommons.org/pc12/Complex_d36972953721fd010f3cfbfd636c42b0	None	http://pathwaycommons.org/pc12/BiochemicalReaction_27fb42a81cf745b1a97ca85ab1c1d089
http://pathwaycommons.org/pc12/Protein_76c491ff9b71b15786c101bdbf083f52	http://pathwaycommons.org/pc12/Protein_0eaae028332b59c928af5e4b20e5968f	http://pathwaycommons.org/pc12/Protein_5e17a152f233e06d0a7f8b5ec9760388	None	http://pathwaycommons.org/pc12/BiochemicalReaction_20aeb15667a61f819e7cf7d8e2e6f0ae
http://pathwaycommons.org/pc12/Protein_6d68ec5193ad799120e7becd757bafb3	http://pathwaycommons.org/pc12/Protein_afac30eb02bceaa5565446ab82766aa6	http://pathwaycommons.org/pc12/Complex_6de66d4ef97f423fc76ae09758974b21	None	http://pathwaycommons.org/pc12/BiochemicalReaction_c436e7d8836dc7ca3106151652913d09
http://pathwaycommons.org/pc12/Complex_b0eaaa22faabf0f820df104171837067;http://pathwaycommons.org/pc12/SmallMolecule_15ce442c71e643932dc9f92fae134719	http://pathwaycommons.org/pc12/Complex_6de66d4ef97f423fc76ae09758974b21;http://pathwaycommons.org/pc12/SmallMolecule_d9d811e9536142ed4fbe2ad0736679b3	http://pathwaycommons.org/pc12/Complex_a9950782f550c3720f9bdacf80938752	None	http://pathwaycommons.org/pc12/BiochemicalReaction_d4d0b80ef2f9fa818fb5ab39500aface
None	http://pathwaycommons.org/pc12/Pathway_a53b9191cfeff2323e3d60b9268a5b0c	http://pathwaycommons.org/pc12/SmallMolecule_21d1714b69eec47d13f1ee5f51c33ad7	None	new_http://pathwaycommons.org/pc12/Control_679c180276c875367b810718e8296284
http://pathwaycommons.org/pc12/Complex_4b0a5285a24c292b77b9d6f9f10e95c7;http://pathwaycommons.org/pc12/SmallMolecule_15ce442c71e643932dc9f92fae134719	http://pathwaycommons.org/pc12/Complex_9bedec822404e8486b578e16e9d53bf4;http://pathwaycommons.org/pc12/SmallMolecule_d9d811e9536142ed4fbe2ad0736679b3	http://pathwaycommons.org/pc12/Protein_96c82546559e3613a032176ea6747e66	None	http://pathwaycommons.org/pc12/BiochemicalReaction_2336ffa68d320fc10c1f92d9fcfd5241
None	http://pathwaycommons.org/pc12/Pathway_0c8542cf191db8f1cc4c9307f8c7cb2b	http://pathwaycommons.org/pc12/Complex_9bedec822404e8486b578e16e9d53bf4	None	new_http://pathwaycommons.org/pc12/Control_d84e694ba84b27996a8cae4a2e2ddb25
None	http://pathwaycommons.org/pc12/Pathway_a53b9191cfeff2323e3d60b9268a5b0c	None	http://pathwaycommons.org/pc12/Complex_9e88b5fd3ef1ba0519918da5412f5663	new_http://pathwaycommons.org/pc12/Control_a20570762141c2ddbfaa626479f3991e
http://pathwaycommons.org/pc12/Complex_4fa3592d71bbf7ea91f6593804a8c691;http://pathwaycommons.org/pc12/Protein_990bd17a448dfe4ad0e44a86774ec289	http://pathwaycommons.org/pc12/Complex_dd890b85feeccf2e9673a6a4afee5ece	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_ebdcbbcce33d61eb4b0dae0c63e14ec8
http://pathwaycommons.org/pc12/Protein_72fba7acabb3cc9c16e4a21f50a069f1;http://pathwaycommons.org/pc12/Protein_9429f90492dc970620bb74a2fa508958	http://pathwaycommons.org/pc12/Complex_28290229e38dd6342e91c7df113c2c16	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_90cfe993c305c5dcc0c8e0249850d881
http://pathwaycommons.org/pc12/Protein_d580d04c35aeccac46b37594ed202737	http://pathwaycommons.org/pc12/Protein_9429f90492dc970620bb74a2fa508958	http://pathwaycommons.org/pc12/Complex_bfd92a60ea643986c9a47a2df30d514e	None	http://pathwaycommons.org/pc12/BiochemicalReaction_76c2925f88913e4c691b3c2a6762f06d
http://pathwaycommons.org/pc12/Protein_9429f90492dc970620bb74a2fa508958	http://pathwaycommons.org/pc12/Protein_96c82546559e3613a032176ea6747e66	http://pathwaycommons.org/pc12/Pathway_a09c9c1c84ca0561632145a56875ef6d	None	http://pathwaycommons.org/pc12/BiochemicalReaction_d7a2fab6499a3930f816fb59064ef221
http://pathwaycommons.org/pc12/Protein_5e0a35c69ff8619e2d69132a06d5da9b;http://pathwaycommons.org/pc12/Protein_98227f32dc8f8dde923f016202def8f0;http://pathwaycommons.org/pc12/Protein_e3c3a0ffc12119674c0a53c22d16278b	http://pathwaycommons.org/pc12/Complex_4fa3592d71bbf7ea91f6593804a8c691	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_d039fff55b3fd3c1841ce4ff547fd6c6
http://pathwaycommons.org/pc12/Protein_d2db56b0ed6a39e6fa7373517136d177	http://pathwaycommons.org/pc12/Protein_cc5feedf8355788535036b8b3fb56cca	http://pathwaycommons.org/pc12/Protein_817004281fa86844a24dc4290809ee02;http://pathwaycommons.org/pc12/Complex_5c0311c2cc0b3090abac3a4a07374990	None	http://pathwaycommons.org/pc12/BiochemicalReaction_13292a0de4486d06e30a792d48a481bc
http://pathwaycommons.org/pc12/SmallMolecule_84b9631c818fb65abda3776e4dc9d3d1	http://pathwaycommons.org/pc12/SmallMolecule_21d1714b69eec47d13f1ee5f51c33ad7	None	None	http://pathwaycommons.org/pc12/Transport_1b4eff3cd25e687b26efb91fd122a9ea
http://pathwaycommons.org/pc12/Protein_a38ea8a591eadddf2cb4b493c137e558	http://pathwaycommons.org/pc12/Protein_53b2202707d2104c233153b0605ee7df	http://pathwaycommons.org/pc12/Complex_0216f50ddaebbc44812e3494ceabc8a6	None	http://pathwaycommons.org/pc12/BiochemicalReaction_e64d2668e0a6f4dd8ebb908b24daaf6b
http://pathwaycommons.org/pc12/Complex_0f31959e8bcecd92d72bcb822e10e336;http://pathwaycommons.org/pc12/Protein_56549a1dd9d63b846da5789dfc30b095	http://pathwaycommons.org/pc12/Complex_1831ca37ee8420c0069bceadfd1fc6ae	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_a2237ea0fcac33f8b59a7b06d034bdde
http://pathwaycommons.org/pc12/Protein_d580d04c35aeccac46b37594ed202737	http://pathwaycommons.org/pc12/Protein_9429f90492dc970620bb74a2fa508958	http://pathwaycommons.org/pc12/Complex_61956ee4afb7ed7e348025154a4ab0cd	None	http://pathwaycommons.org/pc12/BiochemicalReaction_6c137f10a8fe7b46b46aaaac78f8bdfa
http://pathwaycommons.org/pc12/Complex_b5e293cd406999fd03d6c216bff8841d;http://pathwaycommons.org/pc12/SmallMolecule_15ce442c71e643932dc9f92fae134719	http://pathwaycommons.org/pc12/Complex_6af98402199eadf760f4db7ad7f31170;http://pathwaycommons.org/pc12/SmallMolecule_d9d811e9536142ed4fbe2ad0736679b3	http://pathwaycommons.org/pc12/Protein_53b2202707d2104c233153b0605ee7df	None	http://pathwaycommons.org/pc12/BiochemicalReaction_b0794347dae6d9760138e395d2205a60
None	http://pathwaycommons.org/pc12/Pathway_9acddb232cfa41b2fea9431ed9e0b278	http://pathwaycommons.org/pc12/Protein_cc5feedf8355788535036b8b3fb56cca	None	new_http://pathwaycommons.org/pc12/Control_5be6e9ce8ac27ce124241a29b2958ae7
http://pathwaycommons.org/pc12/Protein_5bbf6b345d623f95ee843d6cd7400cb5;http://pathwaycommons.org/pc12/Protein_861d29d45b3482f42a9435b3dffa6308	http://pathwaycommons.org/pc12/Complex_9e88b5fd3ef1ba0519918da5412f5663	http://pathwaycommons.org/pc12/Complex_6af98402199eadf760f4db7ad7f31170	None	http://pathwaycommons.org/pc12/ComplexAssembly_ab0450f5d41df3348470d1c0d4d63696
http://pathwaycommons.org/pc12/Complex_1831ca37ee8420c0069bceadfd1fc6ae	http://pathwaycommons.org/pc12/Complex_d36972953721fd010f3cfbfd636c42b0	None	None	http://pathwaycommons.org/pc12/Transport_0c349a3a90280f54084c1fdf3b47e772
http://pathwaycommons.org/pc12/Protein_517f84614f12671fd0cec74f3a321a99	http://pathwaycommons.org/pc12/Protein_98227f32dc8f8dde923f016202def8f0	http://pathwaycommons.org/pc12/Protein_0eaae028332b59c928af5e4b20e5968f;http://pathwaycommons.org/pc12/Protein_2c753b748c14b0315873214a2cfb2ad4	None	http://pathwaycommons.org/pc12/BiochemicalReaction_2e1b7bb092a23f31d2484d835ff1a75e
http://pathwaycommons.org/pc12/Complex_0f31959e8bcecd92d72bcb822e10e336;http://pathwaycommons.org/pc12/Protein_6c3215439d8bbd15164bd495a97df381	http://pathwaycommons.org/pc12/Complex_5c0311c2cc0b3090abac3a4a07374990	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_93a1553e864f73b982b553b409da54bf
http://pathwaycommons.org/pc12/Protein_aba68522e4a1ba604cd3519d9d917ce6	http://pathwaycommons.org/pc12/Protein_5e17a152f233e06d0a7f8b5ec9760388	http://pathwaycommons.org/pc12/SmallMolecule_21d1714b69eec47d13f1ee5f51c33ad7	None	http://pathwaycommons.org/pc12/BiochemicalReaction_ed0d6b3f7773133fc647c71fac68ec79
http://pathwaycommons.org/pc12/Protein_d580d04c35aeccac46b37594ed202737	http://pathwaycommons.org/pc12/Protein_9429f90492dc970620bb74a2fa508958	http://pathwaycommons.org/pc12/Complex_7ba4ad1ca3441f986ffd038cceb7a5b4	None	http://pathwaycommons.org/pc12/BiochemicalReaction_3e0a8184011c6375c55926dd425c5bbb
http://pathwaycommons.org/pc12/Complex_7950e06ae4a6685b6798aabf5d862669;http://pathwaycommons.org/pc12/Protein_2c7b5075e3c2ca5feee88a01b87d1bd9	http://pathwaycommons.org/pc12/Complex_df239e4d201e25757d6d42c15e3727de	None	http://pathwaycommons.org/pc12/Protein_37a696f36f716ce05d8b5c518dc84264	http://pathwaycommons.org/pc12/ComplexAssembly_400fc2f7f555c5c56cd271dbccfbdc49
http://pathwaycommons.org/pc12/Protein_94682cc24a492d72630f06b2b32bbea3	http://pathwaycommons.org/pc12/Protein_c9daae6978814254381164b18562ed5f	None	None	http://pathwaycommons.org/pc12/Transport_55202f86f90babbcc758d31b0686e14d
http://pathwaycommons.org/pc12/Complex_1555201edf84ea64907001e4a838ca95	http://pathwaycommons.org/pc12/Protein_abde87729e9efb3bd8f376f1db88ac4d;http://pathwaycommons.org/pc12/Protein_e8e46d82ce6e34a29e10caf878bb5b8e	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_82a63ea15d423c3b597613d075c26f62
http://pathwaycommons.org/pc12/Complex_4b0226cb368aa9fdc105e35eb39b0d3e	http://pathwaycommons.org/pc12/Complex_7950e06ae4a6685b6798aabf5d862669	http://pathwaycommons.org/pc12/Protein_a8bb391914674698347ac0ae29fbe75c	None	http://pathwaycommons.org/pc12/BiochemicalReaction_8df789f18e70546214592f691c5bd8e6
http://pathwaycommons.org/pc12/Protein_ac6c5a759a323a4aaced78268692d0a6;http://pathwaycommons.org/pc12/Protein_cc49305a9d5a68d61f370360b0725015	http://pathwaycommons.org/pc12/Complex_441c11109a6a4a92152380d5bb859034	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_aa40138c1ad1ae90e848b235256fa599
http://pathwaycommons.org/pc12/Protein_3cac98554c0f1540389a4fa1c4ce083a	http://pathwaycommons.org/pc12/Protein_2c7b5075e3c2ca5feee88a01b87d1bd9	None	None	http://pathwaycommons.org/pc12/Transport_ac0f91f8c342ce88c8bbaf60b20a1121
http://pathwaycommons.org/pc12/Protein_5204e9526eadc67b25214267f3d14d68	http://pathwaycommons.org/pc12/Protein_94682cc24a492d72630f06b2b32bbea3	http://pathwaycommons.org/pc12/Complex_f14a64ad322a84d322fc65680abe35d8	None	http://pathwaycommons.org/pc12/BiochemicalReaction_bc34cffc9f14d538ed7c80e1d168cd26
http://pathwaycommons.org/pc12/Protein_212d9c9fffaab114ab7897f2c19dbf2a;http://pathwaycommons.org/pc12/Protein_8218d2292b674b95a0b04a60b3b937a1;http://pathwaycommons.org/pc12/Protein_bdf326eedb65f7fe6a0259c5cb8c4ed4	http://pathwaycommons.org/pc12/Complex_850f44f917acb11059ff27c88a0494ee	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_b71e3a87a2611ba688d2f7da649d6812
None	http://pathwaycommons.org/pc12/Pathway_a4ee5863344e30d9da6fd0a7e6c620c0	http://pathwaycommons.org/pc12/Protein_e8e46d82ce6e34a29e10caf878bb5b8e	None	new_http://pathwaycommons.org/pc12/Control_7d00860c7c380251011bd916b3860a10
http://pathwaycommons.org/pc12/Protein_760a666395949f98e1f7a599400dfa4b;http://pathwaycommons.org/pc12/Protein_c9daae6978814254381164b18562ed5f	http://pathwaycommons.org/pc12/Complex_8f15c92326443812e460ed9ae6d0027b	None	None	http://pathwaycommons.org/pc12/ComplexAssembly_91cb2b356cc74d9b896bdb6b55441781
http://pathwaycommons.org/pc12/Complex_441c11109a6a4a92152380d5bb859034;http://pathwaycommons.org/pc12/Protein_47b744e6bbd504ea0e03352ca26828fa	http://pathwaycommons.org/pc12/Complex_89eb54b676a9fc0ec451898fa5a02d80	None	http://pathwaycommons.org/pc12/Protein_d16c22d833597c9145e4e69d6b6fbc4a	http://pathwaycommons.org/pc12/ComplexAssembly_dc0782116f64b1697cfb0b22d9c1a77e
